GH-046	https://github.com/ther12k/bundar/issues/46	issues/m3/gh-046-normalize-htmx-lifecycle-and-application-events.md
GH-047	https://github.com/ther12k/bundar/issues/47	issues/m3/gh-047-add-inheritance-and-extension-compatibility-helpers.md
GH-048	https://github.com/ther12k/bundar/issues/48	issues/m3/gh-048-implement-full-page-and-fragment-negotiation.md
GH-049	https://github.com/ther12k/bundar/issues/49	issues/m3/gh-049-implement-cache-variation-and-history-safety-policy.md
GH-050	https://github.com/ther12k/bundar/issues/50	issues/m3/gh-050-implement-the-progressive-action-response-composer.md
GH-051	https://github.com/ther12k/bundar/issues/51	issues/m3/gh-051-implement-version-neutral-out-of-band-and-partial-update-intents.md
GH-052	https://github.com/ther12k/bundar/issues/52	issues/m3/gh-052-implement-redirect-location-and-history-helpers.md
GH-053	https://github.com/ther12k/bundar/issues/53	issues/m3/gh-053-close-the-htmx-2-browser-conformance-profile.md
GH-054	https://github.com/ther12k/bundar/issues/54	issues/m3/gh-054-close-the-htmx-4-beta-browser-conformance-profile.md
GH-055	https://github.com/ther12k/bundar/issues/55	issues/m3/gh-055-build-the-unchanged-source-dual-dialect-reference-fixture.md
GH-056	https://github.com/ther12k/bundar/issues/56	issues/m3/gh-056-run-the-m3-zero-handler-change-dialect-switch-gate.md
GH-057	https://github.com/ther12k/bundar/issues/57	issues/m4/gh-057-implement-bounded-form-and-request-body-parsing.md
GH-058	https://github.com/ther12k/bundar/issues/58	issues/m4/gh-058-implement-the-standard-schema-validation-adapter.md
GH-059	https://github.com/ther12k/bundar/issues/59	issues/m4/gh-059-define-validation-results-and-field-error-rendering-data.md
GH-060	https://github.com/ther12k/bundar/issues/60	issues/m4/gh-060-implement-progressive-validated-form-actions.md
GH-061	https://github.com/ther12k/bundar/issues/61	issues/m4/gh-061-implement-csrf-primitives-and-form-middleware.md
GH-062	https://github.com/ther12k/bundar/issues/62	issues/m4/gh-062-define-secure-cookie-and-session-integration-interfaces.md
GH-063	https://github.com/ther12k/bundar/issues/63	issues/m4/gh-063-implement-flash-messages-and-out-of-band-flash-regions.md
GH-064	https://github.com/ther12k/bundar/issues/64	issues/m4/gh-064-implement-multipart-upload-policy-and-safe-temporary-file-handling.md
GH-065	https://github.com/ther12k/bundar/issues/65	issues/m4/gh-065-implement-page-versus-fragment-error-negotiation.md
GH-066	https://github.com/ther12k/bundar/issues/66	issues/m4/gh-066-implement-security-headers-csp-and-nonce-propagation.md
GH-067	https://github.com/ther12k/bundar/issues/67	issues/m4/gh-067-implement-request-budgets-timeouts-and-abort-propagation.md
GH-068	https://github.com/ther12k/bundar/issues/68	issues/m4/gh-068-close-the-forms-and-security-test-matrix.md
GH-069	https://github.com/ther12k/bundar/issues/69	issues/m4/gh-069-run-the-m4-progressive-workflow-security-gate.md
GH-070	https://github.com/ther12k/bundar/issues/70	issues/m5/gh-070-create-the-bundar-cli-package-and-command-framework.md
GH-071	https://github.com/ther12k/bundar/issues/71	issues/m5/gh-071-implement-create-bundar-scaffolding.md
GH-072	https://github.com/ther12k/bundar/issues/72	issues/m5/gh-072-implement-the-bundar-development-command-and-reload-loop.md
GH-073	https://github.com/ther12k/bundar/issues/73	issues/m5/gh-073-generate-route-manifests-and-typed-url-builders.md
GH-074	https://github.com/ther12k/bundar/issues/74	issues/m5/gh-074-implement-the-in-process-test-client-and-request-helpers.md
GH-075	https://github.com/ther12k/bundar/issues/75	issues/m5/gh-075-create-and-verify-the-minimal-starter-template.md
GH-076	https://github.com/ther12k/bundar/issues/76	issues/m5/gh-076-build-the-todo-reference-application.md
GH-077	https://github.com/ther12k/bundar/issues/77	issues/m5/gh-077-build-the-admin-crud-reference-application.md
GH-078	https://github.com/ther12k/bundar/issues/78	issues/m5/gh-078-implement-the-htmx-2-to-4-audit-and-migration-linter.md
GH-079	https://github.com/ther12k/bundar/issues/79	issues/m5/gh-079-publish-generated-api-reference-and-compatibility-documentation-source.md
GH-080	https://github.com/ther12k/bundar/issues/80	issues/m5/gh-080-write-getting-started-architecture-security-and-htmx-migration-guides.md
GH-081	https://github.com/ther12k/bundar/issues/81	issues/m5/gh-081-run-the-m5-developer-experience-usability-gate.md
GH-082	https://github.com/ther12k/bundar/issues/82	issues/m6/gh-082-run-the-complete-dual-dialect-end-to-end-matrix.md
GH-083	https://github.com/ther12k/bundar/issues/83	issues/m6/gh-083-run-final-alpha-performance-and-regression-budgets.md
GH-084	https://github.com/ther12k/bundar/issues/84	issues/m6/gh-084-audit-package-contents-dependencies-licenses-and-size.md
GH-085	https://github.com/ther12k/bundar/issues/85	issues/m6/gh-085-generate-sbom-provenance-checksums-and-reproducible-build-evidence.md
GH-086	https://github.com/ther12k/bundar/issues/86	issues/m6/gh-086-run-npm-publication-dry-runs-and-export-map-verification.md
GH-087	https://github.com/ther12k/bundar/issues/87	issues/m6/gh-087-write-alpha-release-notes-compatibility-statement-and-known-limitations.md
GH-088	https://github.com/ther12k/bundar/issues/88	issues/m6/gh-088-run-the-v0-1-0-alpha-1-release-gate.md
GH-089	https://github.com/ther12k/bundar/issues/89	issues/m7/gh-089-record-the-official-htmx-4-ga-source-snapshot.md
GH-090	https://github.com/ther12k/bundar/issues/90	issues/m7/gh-090-diff-the-htmx-4-beta-adapter-against-the-ga-contract.md
GH-091	https://github.com/ther12k/bundar/issues/91	issues/m7/gh-091-update-the-htmx-4-adapter-and-fixtures-for-ga.md
GH-092	https://github.com/ther12k/bundar/issues/92	issues/m7/gh-092-run-dual-version-regression-ci-against-htmx-2-and-htmx-4-ga.md
GH-093	https://github.com/ther12k/bundar/issues/93	issues/m7/gh-093-prove-reference-applications-run-unchanged-under-htmx-4-ga.md
GH-094	https://github.com/ther12k/bundar/issues/94	issues/m7/gh-094-deprecate-beta-adapter-paths-and-publish-the-ga-migration-report.md
GH-095	https://github.com/ther12k/bundar/issues/95	issues/m7/gh-095-decide-the-default-htmx-dialect-after-ga-evidence.md
GH-096	https://github.com/ther12k/bundar/issues/96	issues/m7/gh-096-release-stable-htmx-4-support.md
